"","date","timestamp","name","type","id","test","url","locale","startDateTime","startTBD","endDateTime","localDate","localTime","dateTime","dateTBD","dateTBA","timeTBA","noSpecificTime","code","timezone","spanMultipleDays","id","name","description","staticUrl","info","info"
"1","2018-11-08","2018-11-08_08.24.14","NFL Pro Bowl","event","1AeFZ48GknbgQj9",FALSE,"https://www.ticketmaster.com/nfl-pro-bowl-orlando-florida-01-27-2019/event/2200550A98D5A717","en-us","2018-10-30T13:00:00Z",FALSE,"2019-01-27T21:00:00Z","2019-01-27","15:00:00","2019-01-27T20:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/fl2/88328s.gif",NA,NA
"2","2018-11-08","2018-11-08_08.24.14","Dallas Cowboys vs. New Orleans Saints","event","vvG1YZ4FK4S6Oa",FALSE,"https://www.ticketmaster.com/dallas-cowboys-vs-new-orleans-saints-arlington-texas-11-29-2018/event/0C005484D5CC7809","en-us",NA,FALSE,NA,"2018-11-29","19:20:00","2018-11-30T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"4635","SEATGEEK","SEATGEEK / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/dal/85312s.gif",NA,NA
"3","2018-11-08","2018-11-08_08.24.14","Los Angeles Rams vs. Philadelphia Eagles","event","vvG1IZ4kDLdAs6",FALSE,"https://www.ticketmaster.com/los-angeles-rams-vs-philadelphia-eagles-los-angeles-california-12-16-2018/event/0A00546EDF0C5C47","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-17T01:20:00Z","2018-12-16","17:20:00","2018-12-17T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"4","2018-11-08","2018-11-08_08.24.14","Pittsburgh Steelers vs. Carolina Panthers","event","1ApZAoEGkezctd1",FALSE,"https://www.ticketmaster.com/pittsburgh-steelers-vs-carolina-panthers-pittsburgh-pennsylvania-11-08-2018/event/16005467B8B690CA","en-us","2018-05-18T14:00:00Z",FALSE,"2018-11-09T02:20:00Z","2018-11-08","20:20:00","2018-11-09T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch6/72598s.gif","There is a ten (10) ticket limit total across all 8 regular season Steelers home games.",NA
"5","2018-11-08","2018-11-08_08.24.14","New Orleans Saints vs. Pittsburgh Steelers","event","G5viZ4F6WXgNu",FALSE,"https://www.ticketmaster.com/new-orleans-saints-vs-pittsburgh-steelers-new-orleans-louisiana-12-23-2018/event/1B005481FDFB58CD","en-us",NA,FALSE,NA,"2018-12-23","15:25:00","2018-12-23T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"4635","SEATGEEK","SEATGEEK / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/scs/39707s.gif",NA,NA
"6","2018-11-08","2018-11-08_08.24.14","Los Angeles Rams vs. Seattle Seahawks","event","vvG1IZ4kDLkgs2",FALSE,"https://www.ticketmaster.com/los-angeles-rams-vs-seattle-seahawks-los-angeles-california-11-11-2018/event/0A00546EDF1B5C4F","en-us","2018-04-20T00:00:00Z",FALSE,"2018-11-11T21:25:00Z","2018-11-11","13:25:00","2018-11-11T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"7","2018-11-08","2018-11-08_08.24.14","New York Giants vs. Tampa Bay Buccaneers","event","k7vGF463DufBo",FALSE,"https://www.ticketmaster.com/new-york-giants-vs-tampa-bay-east-rutherford-new-jersey-11-18-2018/event/00005474BB354E91","en-us","2018-04-27T16:00:00Z",FALSE,"2018-11-18T19:00:00Z","2018-11-18","13:00:00","2018-11-18T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ny1/41546s.gif","There is a eight (8) ticket limit per household.",NA
"8","2018-11-08","2018-11-08_08.24.14","Philadelphia Eagles vs. Dallas Cowboys","event","vv17FZ4kGkzZGsQG",FALSE,"https://www.ticketmaster.com/philadelphia-eagles-vs-dallas-cowboys-philadelphia-pennsylvania-11-11-2018/event/0200546E0033168C","en-us","2018-05-10T14:00:00Z",FALSE,"2018-11-12T02:20:00Z","2018-11-11","20:20:00","2018-11-12T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/phi/71340s.gif",NA,NA
"9","2018-11-08","2018-11-08_08.24.14","Tampa Bay Buccaneers vs. Carolina Panthers","event","vvG1VZ469w02Fk",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-carolina-panthers-tampa-florida-12-02-2018/event/0D005475F290F206","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-02T19:00:00Z","2018-12-02","13:00:00","2018-12-02T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"10","2018-11-08","2018-11-08_08.24.14","Tampa Bay Buccaneers vs. Atlanta Falcons","event","vvG1VZ469wxTFd",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-atlanta-falcons-tampa-florida-12-30-2018/event/0D005475F28BF203","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-30T19:00:00Z","2018-12-30","13:00:00","2018-12-30T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"11","2018-11-08","2018-11-08_08.24.14","Holiday Photos At LFF","event","vv1kFZ4KjVG7toCH",FALSE,"https://www.ticketmaster.com/holiday-photos-at-lff-philadelphia-pennsylvania-11-18-2018/event/0200553734A513BC","en-us",NA,FALSE,NA,"2018-11-18",NA,NA,FALSE,FALSE,FALSE,TRUE,"offsale","America/New_York",FALSE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"Only 1 Ticket is needed per group.",NA
"12","2018-11-08","2018-11-08_08.24.14","Tampa Bay Buccaneers vs. New Orleans Saints","event","vvG1VZ469wPRFF",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-new-orleans-tampa-florida-12-09-2018/event/0D005475F296F208","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-09T19:00:00Z","2018-12-09","13:00:00","2018-12-09T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"13","2018-11-08","2018-11-08_08.24.14","Baltimore Ravens vs. Tampa Bay Buccaneers","event","1AvfZ4kGkH6NUCO",FALSE,"https://www.ticketmaster.com/baltimore-ravens-vs-tampa-bay-buccaneers-baltimore-maryland-12-16-2018/event/1500546F078F63A0","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-16T19:00:00Z","2018-12-16","13:00:00","2018-12-16T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wdc/66995s.gif","There is an overall 10 ticket limit for this event.","1 ADA - 1 Companion.  2 ticket limit."
"14","2018-11-08","2018-11-08_08.24.14","Tampa Bay Buccaneers vs. San Francisco 49ers","event","vvG1VZ469w-L6T",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-san-francisco-tampa-florida-11-25-2018/event/0D005475F285F1FF","en-us","2018-04-20T00:00:00Z",FALSE,"2018-11-25T19:00:00Z","2018-11-25","13:00:00","2018-11-25T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"15","2018-11-08","2018-11-08_08.24.14","Tampa Bay Buccaneers vs. Washington Redskins","event","vvG1VZ469wOL6B",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-washington-redskins-tampa-florida-11-11-2018/event/0D005475F281F1FA","en-us","2018-04-20T00:00:00Z",FALSE,"2018-11-11T19:00:00Z","2018-11-11","13:00:00","2018-11-11T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"16","2018-11-08","2018-11-08_08.24.14","Kansas City Chiefs v. Los Angeles Rams","event","1AfZA3eGkd7WM1g",FALSE,"http://www.ticketmaster.com.mx/kansas-city-chiefs-v-los-angeles-mexico-distrito-federal-11-19-2018/event/14005482C4F772B5","en-us","2018-08-16T14:00:00Z",FALSE,"2018-11-19T23:15:00Z","2018-11-19","19:15:00","2018-11-20T01:15:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Mexico_City",FALSE,"3323","MONDIAL PRICE 1","MONDIAL PRICE 1 / NTL / MXC","https://s1.ticketm.net/tmimages/venue/maps/mxc/88267s.gif","Limitado a 4 boletos por comprador. Por favor revisa los detalles de cada tipo de boleto, ya que en ocasiones éstos pueden contar con un límite distinto.",NA
"17","2018-11-08","2018-11-08_08.24.14","Kansas City Chiefs v. Los Angeles Rams (Vista Parcial)","event","1AfZA3eGkeDz4Wk",FALSE,"http://www.ticketmaster.com.mx/kansas-city-chiefs-v-los-angeles-mexico-distrito-federal-11-19-2018/event/14005482BBE15F46","en-us","2018-08-16T14:00:00Z",FALSE,"2018-11-19T23:15:00Z","2018-11-19","19:15:00","2018-11-20T01:15:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Mexico_City",FALSE,"3323","MONDIAL PRICE 1","MONDIAL PRICE 1 / NTL / MXC","https://s1.ticketm.net/tmimages/venue/maps/mxc/88267s.gif","Limitado a 4 boletos por comprador. Por favor revisa los detalles de cada tipo de boleto, ya que en ocasiones éstos pueden contar con un límite distinto.",NA
