"","date","timestamp","name","type","id","test","url","locale","startDateTime","startTBD","endDateTime","localDate","localTime","dateTime","dateTBD","dateTBA","timeTBA","noSpecificTime","code","timezone","spanMultipleDays","id","name","description","staticUrl","info","info"
"1","2018-12-16","2018-12-16_20.47.48","Los Angeles Rams vs. Philadelphia Eagles","event","vvG1IZ4kDLdAs6",FALSE,"https://www.ticketmaster.com/los-angeles-rams-vs-philadelphia-eagles-los-angeles-california-12-16-2018/event/0A00546EDF0C5C47","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-17T01:20:00Z","2018-12-16","17:20:00","2018-12-17T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"2","2018-12-16","2018-12-16_20.47.48","Minnesota Vikings vs. Chicago Bears","event","vv1akZAoY07oNZe26",FALSE,"https://www.ticketmaster.com/minnesota-vikings-vs-chicago-bears-minneapolis-minnesota-12-30-2018/event/06005470904463E6","en-us","2018-07-19T15:00:00Z",FALSE,"2018-12-30T18:00:00Z","2018-12-30","12:00:00","2018-12-30T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch3/79648s.gif","There is an overall 8 ticket limit for this event.",NA
"3","2018-12-16","2018-12-16_20.47.48","San Francisco 49ers vs. Chicago Bears","event","G5vYZ46K1H4Q8",FALSE,"https://www.ticketmaster.com/san-francisco-49ers-vs-chicago-bears-santa-clara-california-12-23-2018/event/1C005474CAF15690","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-23T22:05:00Z","2018-12-23","13:05:00","2018-12-23T21:05:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/nca/53641s.gif","There is an 8 ticket limit for this event. For larger groups, please call 415-GO-49ERS","Levi's® Stadium accessible seating is in a flat area that can accommodate a wheelchair and a fixed seat for a companion.  If the patron does not require a wheelchair space, a folding chair can be provided in that spot.  Levi's® Stadium has a limited number of accessible spaces available and they are solely available for the purpose of accommodating patrons with accessible needs."
"4","2018-12-16","2018-12-16_20.47.48","Chicago Bears vs. Green Bay Packers","event","vv1A7ZAoYGkdrCJgv",FALSE,"https://www.ticketmaster.com/chicago-bears-vs-green-bay-packers-chicago-illinois-12-16-2018/event/04005470DE3A6D41","en-us","2018-04-20T01:00:00Z",FALSE,"2018-12-16T19:00:00Z","2018-12-16","12:00:00","2018-12-16T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch1/5090s.gif","There is an eight (8) ticket limit.","Wheelchair seating is available for each home game through Ticketmaster. Should the wheelchair seating allocation through Ticketmaster become exhausted, fans with disabilities are encouraged to proceed with the purchase of conventional seating - if available - then call the Bears Ticket Office at 847.615.BEAR(2327) to arrange an exchange."
"5","2018-12-16","2018-12-16_20.47.48","Tampa Bay Buccaneers vs. Atlanta Falcons","event","vvG1VZ469wxTFd",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-atlanta-falcons-tampa-florida-12-30-2018/event/0D005475F28BF203","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-30T19:00:00Z","2018-12-30","13:00:00","2018-12-30T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"6","2018-12-16","2018-12-16_20.47.48","New York Jets V Green Bay Packers - Fan Appreciation Day","event","k7vGF46dxPlu2",FALSE,"https://www.ticketmaster.com/new-york-jets-v-green-bay-east-rutherford-new-jersey-12-23-2018/event/00005470E296B34F","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-23T19:00:00Z","2018-12-23","13:00:00","2018-12-23T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ny1/41546s.gif","There is an overall (8) eight ticket limit for this event.",NA
"7","2018-12-16","2018-12-16_20.47.48","Baltimore Ravens vs. Tampa Bay Buccaneers","event","1AvfZ4kGkH6NUCO",FALSE,"https://www.ticketmaster.com/baltimore-ravens-vs-tampa-bay-buccaneers-baltimore-maryland-12-16-2018/event/1500546F078F63A0","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-16T19:00:00Z","2018-12-16","13:00:00","2018-12-16T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wdc/66995s.gif","There is an overall 10 ticket limit for this event.","1 ADA - 1 Companion.  2 ticket limit."
"8","2018-12-16","2018-12-16_20.47.48","Cleveland Browns vs. Cincinnati Bengals","event","vv17fZ4kGkT3z9gv",FALSE,"https://www.ticketmaster.com/cleveland-browns-vs-cincinnati-bengals-cleveland-ohio-12-23-2018/event/0500546FD2E17D41","en-us","2018-07-12T14:00:00Z",FALSE,"2018-12-23T19:00:00Z","2018-12-23","13:00:00","2018-12-23T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch2/54506s.gif",NA,NA
"9","2018-12-16","2018-12-16_20.47.48","Dallas Cowboys vs. Tampa Bay Buccaneers","event","vvG1YZ4FK4U6Ou",FALSE,"https://www.ticketmaster.com/dallas-cowboys-vs-tampa-bay-buccaneers-arlington-texas-12-23-2018/event/0C005484D5D8780D","en-us",NA,FALSE,NA,"2018-12-23","12:00:00","2018-12-23T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"4635","SEATGEEK","SEATGEEK / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/dal/85312s.gif",NA,NA
"10","2018-12-16","2018-12-16_20.47.48","Los Angeles Rams NFC Playoffs - NFC Championship Game","event","vvG1IZ493KAv8S",FALSE,"https://www.ticketmaster.com/los-angeles-rams-nfc-playoffs-nfc-los-angeles-california-01-20-2019/event/0A00557493141433","en-us",NA,FALSE,NA,"2019-01-20",NA,NA,FALSE,FALSE,TRUE,TRUE,"offsale","America/Los_Angeles",FALSE,"706","NFL PLAYOFFS & SUPERBOWL","NFL PLAYOFFS & SUPERBOWL / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"11","2018-12-16","2018-12-16_20.47.48","Los Angeles Rams vs. San Francisco 49ers","event","vvG1IZ4kDLAPsu",FALSE,"https://www.ticketmaster.com/los-angeles-rams-vs-san-francisco-los-angeles-california-12-30-2018/event/0A00546EDF165C4D","en-us","2018-04-20T00:00:00Z",FALSE,"2018-12-30T21:25:00Z","2018-12-30","13:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"12","2018-12-16","2018-12-16_20.47.48","Super Bowl","event","Z7r9jZ1Aefdqz",FALSE,"http://www.ticketsnow.com/InventoryBrowse/TicketList.aspx?PID=2503778","en-us","1900-01-01T06:00:00Z",FALSE,"2019-02-04T04:59:20Z","2019-02-03",NA,NA,FALSE,FALSE,TRUE,FALSE,"onsale",NA,FALSE,NA,NA,NA,"http://resale.ticketmaster.com.au/akamai-content/graphics/TMResale/2/VenueMaps/12622-1124-3-0-MercedesBenzStadiumSuperBowl.png",NA,NA
"13","2018-12-16","2018-12-16_20.47.48","Arizona Cardinals vs. Los Angeles Rams","event","1Av0Z4kGkD7ifOW",FALSE,"https://www.ticketmaster.com/arizona-cardinals-vs-los-angeles-rams-glendale-arizona-12-23-2018/event/1900546EC4B1483D","en-us","2018-07-21T17:00:00Z",FALSE,"2018-12-23T18:05:00Z","2018-12-23","14:05:00","2018-12-23T21:05:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Phoenix",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/mtn/32276s.gif",NA,NA
