"","date","timestamp","name","type","id","test","url","locale","description","startDateTime","startTBD","endDateTime","localDate","localTime","dateTime","dateTBD","dateTBA","timeTBA","noSpecificTime","code","timezone","spanMultipleDays","id","name","description","staticUrl","info","info"
"13","2018-11-19","2018-11-19_08.41.53","Tampa Bay Buccaneers vs. San Francisco 49ers","event","vvG1VZ469w-L6T",FALSE,"https://www.ticketmaster.com/tampa-bay-buccaneers-vs-san-francisco-tampa-florida-11-25-2018/event/0D005475F285F1FF","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-11-25T19:00:00Z","2018-11-25","13:00:00","2018-11-25T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/flo/24581s.gif","There is an overall 8 ticket limit for this event.",NA
"14","2018-11-19","2018-11-19_08.41.53","Chicago Bears vs. Los Angeles Rams","event","vv1A7ZAoYGkdrfpgo",FALSE,"https://www.ticketmaster.com/chicago-bears-vs-los-angeles-rams-chicago-illinois-12-09-2018/event/04005470DE516D51","en-us",NA,"2018-04-20T01:00:00Z",FALSE,"2018-12-10T02:20:00Z","2018-12-09","19:20:00","2018-12-10T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch1/5090s.gif","There is a 14 ticket limit per household.","Wheelchair seating is available for each home game through Ticketmaster. Should the wheelchair seating allocation through Ticketmaster become exhausted, fans with disabilities are encouraged to proceed with the purchase of conventional seating - if available - then call the Bears Ticket Office at 847.615.BEAR(2327) to arrange an exchange."
"15","2018-11-19","2018-11-19_08.41.53","Dallas Cowboys vs. Tampa Bay Buccaneers","event","vvG1YZ4FK4U6Ou",FALSE,"https://www.ticketmaster.com/dallas-cowboys-vs-tampa-bay-buccaneers-arlington-texas-12-23-2018/event/0C005484D5D8780D","en-us",NA,NA,FALSE,NA,"2018-12-23","12:00:00","2018-12-23T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"4635","SEATGEEK","SEATGEEK / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/dal/85312s.gif",NA,NA
"16","2018-11-19","2018-11-19_08.41.53","Holiday Photos At LFF","event","vv1kFZ4KjVG7toCH",FALSE,"https://www.ticketmaster.com/holiday-photos-at-lff-philadelphia-pennsylvania-11-18-2018/event/0200553734A513BC","en-us",NA,NA,FALSE,NA,"2018-11-18","10:00:00","2018-11-18T15:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/New_York",FALSE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"Only 1 Ticket is needed per group.",NA
"17","2018-11-19","2018-11-19_08.41.53","Detroit Lions vs. Los Angeles Rams","event","vv17OZ4kGkTIVExU",FALSE,"https://www.ticketmaster.com/detroit-lions-vs-los-angeles-rams-detroit-michigan-12-02-2018/event/0800546FE8D278B6","en-us",NA,"2018-07-25T14:00:00Z",FALSE,"2018-12-02T19:00:00Z","2018-12-02","13:00:00","2018-12-02T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/det/29012s.gif","There is an overall 10 ticket limit on this event.","Accessible seating is available for wheelchairs and companions as well as limited mobility. There is a 4 ticket limit for all accessible seating (2 wheelchair, 2 companions max), unless otherwise posted. All accessible patrons, including limited mobility, should purchase up to 2 wheelchair seats as their seat and up to 2 companion seats. Additional companion seats are available through the box office by calling (313) 262-2167."
"18","2018-11-19","2018-11-19_08.41.53","Arizona Cardinals vs. Los Angeles Rams","event","1Av0Z4kGkD7ifOW",FALSE,"https://www.ticketmaster.com/arizona-cardinals-vs-los-angeles-rams-glendale-arizona-12-23-2018/event/1900546EC4B1483D","en-us",NA,"2018-07-21T17:00:00Z",FALSE,"2018-12-23T18:05:00Z","2018-12-23","14:05:00","2018-12-23T21:05:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Phoenix",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/mtn/32276s.gif",NA,NA
"19","2018-11-19","2018-11-19_08.41.53","Los Angeles Rams vs. San Francisco 49ers","event","vvG1IZ4kDLAPsu",FALSE,"https://www.ticketmaster.com/los-angeles-rams-vs-san-francisco-los-angeles-california-12-30-2018/event/0A00546EDF165C4D","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-12-30T21:25:00Z","2018-12-30","13:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/70057s.gif",NA,NA
"20","2018-11-19","2018-11-19_08.41.53","Pittsburgh Steelers vs. New England Patriots","event","1ApZAoEGkeX3a3z",FALSE,"https://www.ticketmaster.com/pittsburgh-steelers-vs-new-england-patriots-pittsburgh-pennsylvania-12-16-2018/event/16005467BE4894B8","en-us",NA,"2018-05-18T14:00:00Z",FALSE,"2018-12-16T22:25:00Z","2018-12-16","16:25:00","2018-12-16T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch6/72598s.gif","There is a ten (10) ticket limit total across all 8 regular season Steelers home games.",NA
"21","2018-11-19","2018-11-19_08.41.53","New Orleans Saints vs. Pittsburgh Steelers","event","G5viZ4F6WXgNu",FALSE,"https://www.ticketmaster.com/new-orleans-saints-vs-pittsburgh-steelers-new-orleans-louisiana-12-23-2018/event/1B005481FDFB58CD","en-us",NA,NA,FALSE,NA,"2018-12-23","15:25:00","2018-12-23T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Chicago",FALSE,"4635","SEATGEEK","SEATGEEK / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/scs/39707s.gif",NA,NA
"22","2018-11-19","2018-11-19_08.41.53","Jacksonville Jaguars vs. Pittsburgh Steelers","event","1AeFZ4kGkH5k5zf",FALSE,"https://www.ticketmaster.com/jacksonville-jaguars-vs-pittsburgh-steelers-jacksonville-florida-11-18-2018/event/2200546F0B18BE14","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-11-18T19:00:00Z","2018-11-18","13:00:00","2018-11-18T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/fl2/70008s.gif","There is an overall 4 ticket limit for this event.",NA
"23","2018-11-19","2018-11-19_08.41.53","Minnesota Vikings vs. Green Bay Packers","event","vv16kZAoY0vZA867v7",FALSE,"https://www.ticketmaster.com/minnesota-vikings-vs-green-bay-packers-minneapolis-minnesota-11-25-2018/event/06005470901F6303","en-us",NA,"2018-07-19T15:00:00Z",FALSE,"2018-11-26T01:20:00Z","2018-11-25","19:20:00","2018-11-26T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch3/79648s.gif","There is an overall 8 ticket limit for this event.",NA
"24","2018-11-19","2018-11-19_08.41.53","Arizona Cardinals vs. Oakland Raiders","event","1Av0Z4kGkD7c0-v",FALSE,"https://www.ticketmaster.com/arizona-cardinals-vs-oakland-raiders-glendale-arizona-11-18-2018/event/1900546EC4B64841","en-us",NA,"2018-07-21T17:00:00Z",FALSE,"2018-11-18T18:05:00Z","2018-11-18","14:05:00","2018-11-18T21:05:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Phoenix",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/mtn/32276s.gif",NA,NA
"25","2018-11-19","2018-11-19_08.41.53","Indianapolis Colts vs. Dallas Cowboys","event","vv17fZ4kGkDqda17",FALSE,"https://www.ticketmaster.com/indianapolis-colts-vs-dallas-cowboys-indianapolis-indiana-12-16-2018/event/0500546EDD0C9284","en-us",NA,"2018-07-18T14:00:00Z",FALSE,"2018-12-16T18:00:00Z","2018-12-16","13:00:00","2018-12-16T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch2/85274s.gif","There is a 9 ticket limit for the general public onsale.","ADA seating may be purchased online.  For exchanges, please contact the Colts ticket office at (317) 297-2658."
"26","2018-11-19","2018-11-19_08.41.53","Chicago Bears vs. Minnesota Vikings","event","vv1A7ZAoYGkdr2Ugk",FALSE,"https://www.ticketmaster.com/chicago-bears-vs-minnesota-vikings-chicago-illinois-11-18-2018/event/04005470DE3F6D46","en-us",NA,"2018-04-20T01:00:00Z",FALSE,"2018-11-19T01:20:00Z","2018-11-18","19:20:00","2018-11-19T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch1/5090s.gif","There is a 14 ticket limit per household.","Wheelchair seating is available for each home game through Ticketmaster. Should the wheelchair seating allocation through Ticketmaster become exhausted, fans with disabilities are encouraged to proceed with the purchase of conventional seating - if available - then call the Bears Ticket Office at 847.615.BEAR(2327) to arrange an exchange."
"27","2018-11-19","2018-11-19_08.41.53","Carolina Panthers vs. Seattle Seahawks","event","vvG1zZ46eECazs",FALSE,"https://www.ticketmaster.com/carolina-panthers-vs-seattle-seahawks-charlotte-north-carolina-11-25-2018/event/0E005470A7389E31","en-us",NA,"2018-04-28T14:00:00Z",FALSE,"2018-11-25T18:00:00Z","2018-11-25","13:00:00","2018-11-25T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/atl/19741s.gif","There is an overall 10 ticket limit for this event.","Wheelchair Seating: Located in mulitple sections around the stadium"
"28","2018-11-19","2018-11-19_08.41.53","Seattle Seahawks vs. Minnesota Vikings","event","vvG1HZ4kEaKPzr",FALSE,"https://www.ticketmaster.com/seattle-seahawks-vs-minnesota-vikings-seattle-washington-12-10-2018/event/0F005469C94E5E1E","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-12-11T01:15:00Z","2018-12-10","17:15:00","2018-12-11T01:15:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/sea/77629s.gif","There is an overall 6 ticket limit for this event.",NA
"29","2018-11-19","2018-11-19_08.41.53","Seattle Seahawks vs. San Francisco 49ers","event","vvG1HZ4kEa3Pzj",FALSE,"https://www.ticketmaster.com/seattle-seahawks-vs-san-francisco-49ers-seattle-washington-12-02-2018/event/0F005469C94A5E1C","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-12-02T21:25:00Z","2018-12-02","13:25:00","2018-12-02T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/sea/77629s.gif","There is an overall 6 ticket limit for this event.",NA
"30","2018-11-19","2018-11-19_08.41.53","Minnesota Vikings vs. Chicago Bears","event","vv1akZAoY07oNZe26",FALSE,"https://www.ticketmaster.com/minnesota-vikings-vs-chicago-bears-minneapolis-minnesota-12-30-2018/event/06005470904463E6","en-us",NA,"2018-07-19T15:00:00Z",FALSE,"2018-12-30T18:00:00Z","2018-12-30","12:00:00","2018-12-30T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch3/79648s.gif","There is an overall 8 ticket limit for this event.",NA
"31","2018-11-19","2018-11-19_08.41.53","Philadelphia Eagles vs. New York Giants","event","vv17FZ4kGkzZjoQT",FALSE,"https://www.ticketmaster.com/philadelphia-eagles-vs-new-york-giants-philadelphia-pennsylvania-11-25-2018/event/0200546E007116BF","en-us",NA,"2018-05-10T14:00:00Z",FALSE,"2018-11-25T19:00:00Z","2018-11-25","13:00:00","2018-11-25T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/phi/71340s.gif",NA,NA
"32","2018-11-19","2018-11-19_08.41.53","Pittsburgh Steelers vs. Los Angeles Chargers","event","1ApZAoIGkdLi_E8",FALSE,"https://www.ticketmaster.com/pittsburgh-steelers-vs-los-angeles-chargers-pittsburgh-pennsylvania-12-02-2018/event/16005468DFB199D0","en-us",NA,"2018-05-18T14:00:00Z",FALSE,"2018-12-03T02:20:00Z","2018-12-02","20:20:00","2018-12-03T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch6/72598s.gif","There is a ten (10) ticket limit total across all 8 regular season Steelers home games.",NA
"33","2018-11-19","2018-11-19_08.41.53","Los Angeles Chargers vs. Denver Broncos","event","vvG1IZ4kTPESUw",FALSE,"https://www.ticketmaster.com/los-angeles-chargers-vs-denver-broncos-carson-california-11-18-2018/event/0A00546FE59F3DB2","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-11-18T23:30:00Z","2018-11-18","13:05:00","2018-11-18T21:05:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Tijuana",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/79726s.gif",NA,NA
"34","2018-11-19","2018-11-19_08.41.53","Chicago Bears vs. Green Bay Packers","event","vv1A7ZAoYGkdrCJgv",FALSE,"https://www.ticketmaster.com/chicago-bears-vs-green-bay-packers-chicago-illinois-12-16-2018/event/04005470DE3A6D41","en-us",NA,"2018-04-20T01:00:00Z",FALSE,"2018-12-16T19:00:00Z","2018-12-16","12:00:00","2018-12-16T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch1/5090s.gif","There is an eight (8) ticket limit.","Wheelchair seating is available for each home game through Ticketmaster. Should the wheelchair seating allocation through Ticketmaster become exhausted, fans with disabilities are encouraged to proceed with the purchase of conventional seating - if available - then call the Bears Ticket Office at 847.615.BEAR(2327) to arrange an exchange."
"35","2018-11-19","2018-11-19_08.41.53","Seattle Seahawks vs. Arizona Cardinals","event","vvG1HZ4kEa_AzY",FALSE,"https://www.ticketmaster.com/seattle-seahawks-vs-arizona-cardinals-seattle-washington-12-30-2018/event/0F005469C9645E30","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-12-30T21:25:00Z","2018-12-30","13:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/sea/77629s.gif","There is an overall 6 ticket limit for this event.",NA
"36","2018-11-19","2018-11-19_08.41.53","Atlanta Falcons vs. Baltimore Ravens","event","vvG1zZ46e1p4Va",FALSE,"https://www.ticketmaster.com/atlanta-falcons-vs-baltimore-ravens-atlanta-georgia-12-02-2018/event/0E0054708A595D09","en-us",NA,"2018-08-23T19:00:00Z",FALSE,"2018-12-02T19:00:00Z","2018-12-02","13:00:00","2018-12-02T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/atl/81420s.gif",NA,NA
"37","2018-11-19","2018-11-19_08.41.53","Pittsburgh Steelers vs. Cincinnati Bengals","event","1ApZAoEGkeDD_Gi",FALSE,"https://www.ticketmaster.com/pittsburgh-steelers-vs-cincinnati-bengals-pittsburgh-pennsylvania-12-30-2018/event/16005467BBED932C","en-us",NA,"2018-05-18T14:00:00Z",FALSE,"2018-12-30T19:00:00Z","2018-12-30","13:00:00","2018-12-30T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch6/72598s.gif","There is a ten (10) ticket limit total across all 8 regular season Steelers home games.",NA
"38","2018-11-19","2018-11-19_08.41.53","Cincinnati Bengals vs. Cleveland Browns","event","1AvbZ4kGkXWWpDN",FALSE,"https://www.ticketmaster.com/cincinnati-bengals-vs-cleveland-browns-cincinnati-ohio-11-25-2018/event/1600546FBDF56EE3","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-11-25T19:00:00Z","2018-11-25","13:00:00","2018-11-25T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch6/85278s.gif","There is a ten (10) ticket limit for the Season Ticket Member Offer.","Accessible seating is available for wheelchairs and companions.  There is a 4 ticket limit for all accessible seating, unless otherwise posted.

Wheelchair patrons should purchase 1 wheelchair seat as their seat and up to 3 companion seats.  Wheelchair companions should also purchase wheelchair seats as their seat.

Please Note: Hearing impaired patrons should contact the box office directly to purchase tickets to ensure additional accommodations are in place.  The box office can be reached by phone at (513) 621-8383 during regular business hours.

Accessible seats are located in Sections 101, 120, 146, 303, 307, 315, 337, 339 and 347 of the stadium.  More information is available by calling (513) 621-8383 during normal business hours or on game days at the Customer Service windows of the North Ticket Office located by Gate C."
"39","2018-11-19","2018-11-19_08.41.53","Seattle Seahawks vs. Kansas City Chiefs","event","vvG1HZ4kEa9Pzn",FALSE,"https://www.ticketmaster.com/seattle-seahawks-vs-kansas-city-chiefs-seattle-washington-12-23-2018/event/0F005469C95E5E2A","en-us",NA,"2018-04-20T00:00:00Z",FALSE,"2018-12-24T01:20:00Z","2018-12-23","17:20:00","2018-12-24T01:20:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Los_Angeles",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/sea/77629s.gif","There is an overall 6 ticket limit for this event.",NA
"40","2018-11-19","2018-11-19_08.41.53","Carolina Panthers vs. Atlanta Falcons","event","vvG1zZ46eELayz",FALSE,"https://www.ticketmaster.com/carolina-panthers-vs-atlanta-falcons-charlotte-north-carolina-12-23-2018/event/0E005470A77C9E78","en-us",NA,"2018-04-28T14:00:00Z",FALSE,"2018-12-23T18:00:00Z","2018-12-23","13:00:00","2018-12-23T18:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/atl/19741s.gif","There is an overall 10 ticket limit for this event.","Wheelchair Seating: Located in mulitple sections around the stadium"
